id,freq,cui
4959671,2315,C2347717
4420090,1589,C0747102
4134482,893,C0262980
4139099,283,C0268337
4018164,1220,C0035235
4038893,1081,C0064201
4875843,1336,C1849176
4542412,114,C1112322
4657400,3552,C1332629
4459021,242,C0854571
4004294,284,C0008690
5153718,4019,C2940579
4193648,349,C0345332
4411711,481,C0718575
4402021,120,C0700188
4830015,113,C1704222
4122759,132,C0234370
4419292,1635,C0733823
4053732,2559,C0085632
4745750,17568,C1517874
4265354,244,C0443975
4076608,1815,C0160390
4345952,217,C0584992
4160664,19426,C0305065
4393433,148,C0677499
4019418,2759,C0037578
4780501,1338,C1567129
4828609,7772,C1702177
4184490,289,C0334230
4252244,16638,C0429585
4250078,3330,C0427195
4134463,2941444,C0262926
4768607,524,C1545896
4593807,531,C1258207
4603003,362,C1268859
4006574,9729,C0013362
4030552,3221,C0053937
4354312,262,C0602254
4401394,222,C0699201
4040774,122,C0066535
4078660,528,C0163657
4539410,5867,C1098320
4320720,3407,C0558353
4136458,1171,C0265240
4320530,206,C0558141
4402002,1054,C0700161
4416119,135,C0724125
4015694,505,C0030757
4000589,8437,C0001623
4942552,140,C1997234
4316768,105,C0553737
4420242,180,C0749659
4075240,5032,C0158570
4021926,363,C0042568
4020026,29864,C0038689
4069407,141,C0149886
4542564,111,C1112489
4050977,1342,C0079745
4943749,1066,C1999075
4013547,420,C0026698
4012274,33034,C0024141
4469471,457,C0877042
4741551,1225,C1513483
4035777,389,C0060245
4006612,1031,C0013447
4000342,1804,C0001126
5048990,126,C2830119
4005377,635,C0010701
4651966,148,C1320402
4002090,615,C0004504
4246810,166,C0423622
4001368,2283,C0003081
4007144,4522,C0014335
4328282,114,C0566364
4021850,308,C0042398
4338770,2057,C0577045
4011970,319,C0023556
4014402,165,C0028431
4813846,214,C1623719
4417088,1407,C0729349
4230926,164,C0406087
4147535,1368,C0278131
4252586,501,C0429945
4124317,382,C0238065
4016872,5391,C0032914
4416632,4643,C0728767
4134615,280,C0263118
4141949,156,C0271791
4111397,7738,C0221281
4128668,741,C0251113
4141759,125,C0271563
4606898,348689,C1272883
4247247,2907,C0424101
4189791,219,C0340530
4008873,8525,C0017589
4000456,42471,C0001367
4348517,473,C0588007
4069312,384,C0149642
4139764,122,C0269121
4014725,3248,C0029112
4833302,147,C1707817
4143165,143,C0273163
5156340,404,C2949427
4600343,122,C1266157
4342342,578,C0581123
5039376,1354,C2746010
4393566,555,C0677725
4342152,6024,C0580931
4251769,847,C0429097
4008588,518,C0017075
4124488,6315,C0238551
4019969,339,C0038587
4416993,190341,C0729233
4184623,346,C0334384
4352450,160,C0598894
4124298,112,C0238020
4124108,325,C0236807
4420204,255,C0749079
4001311,7265,C0002994
4559987,302,C1141873
4000684,1100,C0001804
4866457,1240,C1838099
4107787,909,C0206711
4111378,4154,C0221258
4556054,2559,C1136085
4277191,225,C0456824
4421002,295,C0751757
4050863,1615,C0079460
4529245,18641,C0988268
4247228,1134,C0424082
4189772,117,C0340500
4135204,519,C0263780
4124830,885,C0240310
4499985,439,C0948482
4004503,2042,C0009088
4139745,4180,C0269102
4008911,4029,C0017668
4122284,228,C0233824
4698972,323,C1412004
4624530,134,C1290916
4412433,45668,C0719509
4591926,933,C1254136
4044612,31161,C0071315
4807272,154,C1612496
4413231,1392,C0720447
4837634,404,C1714447
4416974,17338,C0729210
4905578,6023,C1947941
4394345,864,C0684331
4339340,225,C0577662
4322658,389,C0560519
4416784,49277,C0728963
4420375,184,C0750957
4011628,854,C0022917
4394155,1200,C0682141
4120460,278,C0231608
4010355,390,C0020455
4889656,1978,C1864999
4125077,256,C0241426
4141322,935,C0270994
4997861,1025,C2675977
4111359,313,C0221226
4811984,136,C1619633
5162002,141,C2962550
4015599,527,C0030591
4879700,103,C1853635
4264252,34434,C0442726
4327617,211,C0565675
4835620,118,C1710256
4392331,544,C0674428
4598481,596,C1264195
4246943,309888,C0423772
4070243,7563,C0152171
4014326,392,C0028250
4002660,175,C0005690
4840598,301,C1718341
4247741,598,C0424655
4013053,112,C0025684
4260832,499,C0439024
4195339,100,C0347573
4072371,1316,C0154841
5144902,118,C2930742
4016454,6653,C0032143
4420546,402,C0751188
4394326,3549,C0684275
4313139,1523,C0549100
4879339,230,C1853244
4191919,164,C0343179
4528789,225,C0985922
4148276,9034,C0279134
4141493,132,C0271198
4414599,551,C0722203
4120441,212,C0231580
4249736,751,C0426828
4276355,581,C0455901
4125058,3674,C0241357
4003610,2000,C0007465
4002375,1183,C0005098
4183027,276,C0332561
4529397,366,C0989226
4124982,104,C0240969
4012806,1035,C0025196
4401489,1928,C0699311
4020482,11570,C0039629
4328586,34686,C0566690
4139707,402,C0269061
4007334,221,C0014733
4659072,102,C1334452
4467039,274,C0868560
4188176,404,C0338451
4005966,20296,C0012010
4075468,373,C0158940
4200678,500,C0360528
4235068,1150,C0410702
4463809,324,C0859887
4625290,281,C1291690
4018278,15163,C0035448
4322221,870,C0560078
4921975,170,C1971446
4015504,745,C0030421
4413193,6110,C0720405
4972610,230,C2362518
4275728,241,C0455205
4558733,4563,C1139415
4006517,2248271,C0013227
4309529,4835,C0536678
4248919,5650,C0425942
4120612,1429,C0231791
4337136,414,C0575375
4419900,170,C0743680
4192888,1344,C0344375
4542849,1396,C1113644
4500935,294,C0949570
4302556,11503,C0522569
4051718,894,C0081748
4994859,484,C2609695
4125039,1521,C0241243
4011229,61636,C0022107
4075050,1533,C0158317
4421135,649,C0751908
4121999,327,C0233472
4916636,393,C1963107
4069844,4134,C0151517
4009709,1802,C0019167
4657647,713,C1332897
4124963,292,C0240914
4012084,32621,C0023764
4001178,4914,C0002763
4136135,108,C0264856
4318079,261,C0555305
4402268,251,C0700596
4150024,280,C0281860
4806797,256,C1611934
4021660,71278,C0042029
4491587,1009,C0935916
4014212,2489,C0028013
4928929,4821,C1979844
4548416,193,C1123564
4575035,140,C1176308
4282644,337,C0474438
4275899,341,C0455404
4053770,190,C0085686
4013281,341,C0026160
4248501,227,C0425492
4464588,185,C0860786
4001482,172,C0003295
4428279,1065,C0770246
4402610,44930,C0701017
4019456,2580,C0037672
4869725,209,C1842083
4943426,6176,C1998154
4761292,100,C1535913
4022287,16040,C0043241
4417525,1025,C0729829
4165281,474,C0312634
4775409,757,C1561640
4000532,102,C0001519
4916617,20784,C1963088
4135318,17141,C0263912
4902310,212,C1880523
4124944,289,C0240812
4006441,11823,C0013089
4018810,102,C0036467
4977740,12234,C2585997
4350930,101,C0592046
4012407,156213,C0024467
4182913,143,C0332428
4826253,106,C1699015
5141482,140629,C2926735
4428621,197,C0771210
4070452,151,C0152413
4049020,420,C0076823
4863949,114,C1835368
4738834,130648,C1510467
4150005,382,C0281784
4598424,241,C1264132
4017309,1375,C0033775
4608209,199,C1274258
4075354,1100,C0158779
4639559,4480,C1306710
4596068,102,C1260965
4466925,537,C0865240
4951900,1171,C2243051
4261763,160,C0440059
4106875,623,C0205622
4548397,1260,C1123519
4464759,151,C0860972
4366263,372,C0621452
4062700,286,C0123471
4420679,390,C0751362
4003762,727,C0007758
4595992,134,C1260881
4255816,122,C0433688
4000247,441,C0000946
4134292,5127,C0262534
5000046,28291,C2678268
4211736,1959,C0376180
4120574,3960,C0231748
4249869,1949,C0426970
4009348,4368,C0018595
4740411,791,C1512260
4761273,376,C1535893
4418494,9488,C0731268
4021337,148,C0041274
4121182,11578,C0232491
4142044,1446,C0271903
4050673,559,C0079035
4124925,980,C0240717
4049343,491,C0077210
4079952,4896,C0167627
4010184,106,C0020097
4779342,586,C1565951
4020691,168,C0040052
4206397,2345,C0368608
4078052,1226,C0162538
4052174,281,C0082787
4603953,2518,C1269832
5187633,150,C3151413
4311258,392,C0540623
4016986,2863,C0033124
4251446,1028,C0428743
4548568,402,C1123813
4184300,550,C0334002
4311980,384,C0542269
4416480,841,C0725304
4420071,308,C0746857
4000874,45300,C0002170
4528314,133,C0983771
4003781,133,C0007780
4343026,179,C0581870
4017214,1183,C0033578
4021318,154,C0041234
4875634,577,C1848954
4070129,4027,C0151994
4916769,7506,C1963242
4006973,6024,C0014038
4004332,1064,C0008780
4028291,896,C0051150
4570209,771,C1170625
5046710,108,C2826175
4108072,107,C0207481
4032395,1923,C0056184
4124906,3405,C0240635
4148922,101,C0280299
4553888,303,C1132805
4001748,4579,C0003805
4150157,340,C0282155
4011020,155,C0021755
4194047,273,C0345905
4183673,259,C0333280
4412110,193,C0719078
4342589,17070,C0581394
4251427,8032,C0428724
4941564,2546,C1995593
4006688,125,C0013568
4004047,1061,C0008241
4850402,3048,C1740754
4413497,236,C0720789
4017537,797,C0034152
4261725,137,C0440015
4951862,1537,C2242826
4000988,5598,C0002418
4420052,1742,C0746459
4905065,183,C1883344
4016891,17675,C0032950
4154318,140,C0293742
4302271,195,C0522245
4164806,16704,C0312003
4019665,141,C0038015
4134254,697,C0262399
4078356,2379,C0162870
4123880,1874,C0236082
4549157,229,C1124894
4500460,3039,C0949036
4007239,3223,C0014534
4006593,880,C0013403
4111036,1165,C0220647
4542184,53173,C1110554
4067203,535,C0142056
4163058,403,C0309989
4960412,185,C2348499
4136249,115,C0264993
4826386,124,C1699266
4069331,2713,C0149699
4003135,1632,C0006558
4014117,2345,C0027831
4000228,680,C0000921
4264328,24153,C0442804
5184840,43317,C3146230
4351671,990,C0594660
4415834,26205,C0723778
5180508,3792,C2983415
4301644,1151,C0521530
4247817,1006,C0424742
4461149,2716,C0856863
4206891,118,C0369499
4847780,700,C1737236
4184262,791,C0333957
4004959,1072,C0009918
4002318,194,C0004992
4942343,106,C1997017
4467856,134,C0873188
4420033,106,C0746087
4055803,443,C0092271
4120897,162,C0232149
4302252,17939,C0522225
4311752,1116,C0541919
4074632,241,C0157702
4014041,1334,C0027709
4326857,240,C0564823
4302062,150,C0521992
4137978,114,C0267038
4381083,822,C0649350
4017442,3608,C0033999
4272802,250,C0452168
5185714,1806,C3149494
4142367,103,C0272249
4657153,3763,C1332347
4387790,154,C0662713
4031768,162,C0055412
4010393,559423,C0020538
4078261,6421,C0162770
4250382,285,C0427546
4549670,4019,C1126048
4411464,162,C0718280
4530043,897,C0992229
4600153,179,C1265959
5129759,551,C2911690
4207138,192,C0369952
4183635,1546,C0333241
4005814,482,C0011608
4001292,2421,C0002949
4518149,329,C0969804
4285893,116,C0478124
4248596,9550,C0425596
4414257,388,C0721720
4228532,108,C0403397
4319504,191922,C0557086
4016492,375,C0032209
4107597,4917,C0206504
4818596,168,C1649231
4019266,182,C0037367
4069977,359,C0151718
4461662,983,C0857496
4974282,457,C2366027
4022097,6161,C0042928
4469243,2584,C0876226
4278198,21739,C0457949
4469053,1489,C0875983
4492632,607,C0937622
4337744,172,C0575987
4745864,108,C1517993
4125837,7094,C0242896
4659319,263,C1334721
4419026,122,C0733450
4813618,53121,C1623038
4870010,137,C1842384
4456133,2901,C0849867
4867996,2582,C1839839
4013072,2909,C0025729
4130036,174,C0254119
4043681,17682,C0070166
4184414,107,C0334146
4732754,189,C1456574
4325622,185,C0563554
4075164,148,C0158470
4416594,174,C0728725
4420185,817,C0748691
4107768,2095,C0206687
4005149,4960,C0010287
4137351,498,C0266304
4123823,2355,C0235991
4018601,6996,C0036085
4529036,2735,C0987282
4949810,111,C2200472
4047310,2555,C0074710
4609634,173,C1275718
4008930,13234,C0017710
4320644,149,C0558265
4549822,1991,C1126302
4011894,53133,C0023418
4313120,102,C0547065
4320454,188,C0558062
4328225,6373,C0566307
4530195,370,C0993022
4053257,3989,C0085111
4745845,300,C1517974
4547466,16272,C1122245
4003705,717,C0007648
4183787,310,C0333418
4046778,157,C0073994
4147478,116661,C0278060
4396492,217,C0686597
4470193,267,C0877881
4006878,1163,C0013881
4301587,171,C0521471
4528599,1997,C0985017
4555218,239,C1134826
4777613,444,C1564199
4528409,155,C0984170
4107749,2830,C0206667
4076342,1096,C0160063
4393870,9551,C0678172
4002774,141,C0005887
4147820,158,C0278474
4284297,2782,C0476474
4529017,816,C0987220
5014486,295,C2714264
4876527,252,C1850015
4124602,134,C0239167
4469395,2849,C0876926
4401299,664,C0699071
4528941,2289,C0986664
4313101,326,C0547005
5182598,662,C2985506
4125210,573,C0241961
5185828,902,C3149608
4001957,11420,C0004259
4770279,18739,C1556354
4598082,112,C1263777
4071421,3235,C0153594
4317642,119,C0554780
4841187,813,C1718999
4015846,625,C0031036
4034333,189,C0058453
4301758,5761,C0521654
4136895,159,C0265761
4046056,575,C0073094
5137017,118,C2919620
4164312,5219,C0311370
4059337,147,C0108509
4249527,583,C0426600
4393851,3667,C0678151
4249337,2835,C0426396
4347054,228,C0586323
4124773,2393,C0240007
4020805,151,C0040263
4387904,1466,C0663182
5156758,146,C2954462
4018202,56726,C0035309
4196859,637,C0349422
4087400,612,C0183489
4499738,170,C0948221
4528922,2234,C0986528
4320606,602,C0558223
4011153,3167,C0021966
4462213,145,C0858094
4011780,8479,C0023211
4913824,438,C1959632
4070471,545,C0152439
4014554,316763,C0028778
4463011,214,C0858952
4083467,31659,C0178638
4190494,353,C0341368
4121961,1833,C0233417
4254847,209,C0432562
4858439,482,C1828450
4106514,1191,C0205192
4327921,1079,C0566000
4005890,1670,C0011813
4753749,587,C1527395
4420318,782,C0750876
4248121,153,C0425082
4019798,645,C0038304
4872328,276,C1845251
4884982,1485,C1859691
4419691,19372,C0740418
4420128,316,C0747919
4141075,1161,C0270687
4121011,1526,C0232281
4005719,161,C0011428
4529169,622,C0987998
4949943,252,C2229249
4124754,197,C0239942
5028926,266,C2733607
4000418,226,C0001275
4814701,2641,C1627937
4458983,117,C0854532
4602794,9666,C1268645
4020083,3025,C0038792
4455050,6471,C0836924
4078071,1977,C0162557
4519403,252,C0971174
4014877,2240,C0029400
4073568,171,C0156390
4125362,3524,C0242343
4122208,278,C0233730
4005624,604,C0011311
4247684,197165,C0424589
4442909,869,C0795674
4328168,106,C0566247
4135660,3555,C0264303
4022211,139,C0043121
4004788,307181,C0009566
4002147,8191,C0004623
4012331,101121,C0024299
4639179,108,C1306211
4015105,370,C0029713
4712994,1428,C1434452
4537643,112,C1096115
4464379,590,C0860549
4015732,509,C0030817
4402591,883,C0700986
5005860,1498,C2701066
4726332,295,C1449563
4137655,305,C0266648
4005339,156,C0010626
4656032,170,C1330196
4188290,699,C0338597
4011457,50505,C0022593
4070148,11817,C0152029
4147953,1035,C0278694
4609938,114,C1276030
4069445,355,C0149980
4312626,199,C0544820
4599963,303,C1265769
4019076,1727,C0037006
4069787,275,C0151190
4883405,2213,C1857946
4556681,5320,C1136812
4009652,4056,C0019069
4462365,148,C0858259
4135831,132,C0264511
4906452,997,C1949323
4247665,6697,C0424565
4530119,214,C0992608
4321366,431,C0559159
4401964,206,C0700078
4916750,300395,C1963223
4187853,181,C0338078
4017556,1479,C0034194
4211527,194,C0375820
4656203,758,C1330526
4875444,263,C1848716
4019057,3713,C0036980
4006080,1686,C0012236
4915002,258,C1960870
4137636,118,C0266624
4188271,101,C0338573
5183795,711,C2986703
4016910,184,C0032972
4393984,108,C0679218
4121163,10288,C0232466
4002964,2445,C0006222
4499472,3953,C0947912
4010507,120632,C0020740
4124716,101,C0239729
4003496,2208,C0007269
4140961,3456,C0270549
4136078,101,C0264793
4218842,144,C0392476
4553698,219,C1132536
4021584,281,C0041893
4135812,3685,C0264490
4053694,8900,C0085577
4459553,176,C0855139
4412319,592,C0719365
4026486,984,C0048824
4198208,486,C0353714
4122892,8988,C0234535
4548169,680,C1123135
4416271,4192,C0724374
4013832,22806,C0027358
4658540,210,C1333877
4191235,345,C0342302
4595764,960,C1260419
4514577,294,C0964964
4123690,511,C0235782
5192725,679,C3163939
4973142,139,C2363731
4312968,197,C0546483
4006992,204,C0014063
4561982,1762,C1144059
4018734,5054,C0036341
4596372,384,C1261325
4418266,602,C0730607
4011685,1290,C0023015
5003428,501,C2698293
4350683,8662,C0591585
4905806,813,C1948387
4003534,238,C0007332
4183464,371,C0333040
4324482,647,C0562383
4012540,5144,C0024730
4352678,5470,C0600118
4914546,649,C1960397
4191406,105,C0342501
4419995,159,C0745216
4214643,1338,C0383375
4656165,275,C1330462
4017784,2436,C0034595
4659908,343,C1335395
4403332,238,C0702208
4021888,29850,C0042487
4885894,555,C1860816
4312170,2894,C0542571
4069996,1256,C0151746
4002622,501,C0005604
4960203,4888,C2348272
4849205,3545,C1739097
4218804,138,C0392384
4250002,7740,C0427108
4001786,6491,C0003872
4042218,142,C0068367
4347871,298,C0587240
4022743,107,C0043940
4598348,1146,C1264056
4001805,511,C0003910
4251389,1825,C0428684
4484158,7899,C0909381
4108965,1484,C0210355
4013091,2005,C0025787
4077729,157,C0161816
4053295,30542,C0085149
4830889,28000,C1705285
5012852,142,C2712343
4234878,239,C0410480
4416233,2208,C0724276
4339378,948,C0577704
4120688,5273,C0231902
4419976,181,C0744831
4043700,676,C0070203
4659490,463,C1334927
4328814,154,C0566928
4402515,3813,C0700889
4659300,281,C1334699
4272593,108,C0451948
4606309,163,C1272277
4189202,314,C0339759
4229539,385,C0404532
4218975,117,C0392702
4076380,242,C0160111
4320283,185,C0557879
4071877,174,C0154161
4139175,121,C0268425
4125647,5773,C0242698
4975289,255,C2368977
4111340,5496,C0221202
5191053,485,C3160792
4073378,2369,C0156147
4871397,2158,C1843862
4142500,159,C0272404
4010640,16604,C0021027
4914698,113,C1960557
4881695,138,C1855890
4184034,124,C0333706
4951615,684,C2242532
4120669,1919,C0231873
4015542,463,C0030489
4009557,1239,C0018923
4454898,4561,C0813618
4554781,104,C1134233
4005548,513,C0011134
4500213,372,C0948755
4017043,24234,C0033229
4336927,671,C0575164
4145293,174,C0275544
4322620,119,C0560481
4865792,495,C1837376
4069255,7527,C0149512
4469034,7332,C0875960
4832086,26436,C1706529
4616588,233,C1282799
4458470,5714,C0853946
4528580,497,C0984915
4276925,398,C0456541
4490257,219,C0919144
4906737,1705,C1950168
4107730,419,C0206647
4401917,187,C0699996
4008085,1569,C0016124
4010821,37394,C0021400
4137969,404,C0267026
4012322,124,C0024266
4071013,1453,C0153062
4134036,707,C0261908
4500242,7341,C0948786
4165196,289,C0312446
4083363,1202100,C0178298
4009928,118,C0019629
4006641,138,C0013502
4553062,149,C1131599
4125657,630,C0242708
4019067,3066,C0036992
4111350,348,C0221214
4001397,2241,C0003134
4277752,970,C0457433
4274598,112,C0453993
4836466,574,C1711118
4852711,134,C1743650
4598339,1811,C1264047
4324644,625,C0562551
4247789,561,C0424711
4301426,20090,C0521174
4464085,330,C0860204
4022525,309,C0043668
4231126,486,C0406326
4011372,382,C0022410
4800328,338,C1602180
4069360,765,C0149774
4120679,223,C0231892
4633299,2077,C1299932
4948832,160,C2010560
4875568,286,C1848873
4049999,2046,C0078058
4340338,408,C0578718
4492623,160,C0937609
4418219,239,C0730557
4313529,185,C0549616
4025850,157,C0048038
4015970,2939,C0031264
4107740,114,C0206657
4081539,1217,C0175754
4071659,1023,C0153876
4277543,370,C0457206
4001435,6504,C0003195
4000409,1395,C0001259
4184215,153,C0333896
4860824,1892,C1831755
4318678,618,C0556234
4136544,869,C0265354
4830272,686,C1704660
4255123,722,C0432924
4020302,13526,C0039239
