id,freq,cui
4007991,1448,C0015930
4598283,172,C1263988
4192880,2189,C0344357
4529750,2010,C0991542
4012836,19090,C0025250
5005263,2636,C2700186
4020170,1240,C0038941
4880661,564,C1854683
4010290,286,C0020316
4413014,378,C0720174
4075156,5716,C0158458
4635998,122,C1302746
4009074,33559,C0018026
4164323,19496,C0311394
4010689,219,C0021122
4228676,118,C0403565
4556008,167,C1136033
4615744,152,C1281939
4922214,1656,C1971775
4538110,2600,C1096624
4529199,1089,C0988149
4138312,618,C0267412
4124784,1856,C0240094
4639570,1180,C1306726
4420880,3157,C0751608
4758928,188,C1532844
4017320,581,C0033791
4012817,12009,C0025219
4350580,146,C0591411
4017662,3700,C0034372
4411779,194,C0718662
4070235,323,C0152163
4250507,3815,C0427692
4125392,266,C0242387
4320617,1435,C0558236
4122238,170,C0233765
4011886,511,C0023401
4029043,116698,C0052080
4146254,209,C0276667
4003621,1947,C0007507
4126000,15034,C0243066
4415351,1456,C0723137
4401823,159,C0699815
4324968,913,C0562882
4004153,385,C0008439
4157939,161,C0301429
5047937,38200,C2827407
4106525,22527,C0205204
4649697,6930,C1317608
4419892,128,C0743525
4865005,228,C1836542
4191113,399,C0342161
4656252,5192,C1330606
4302548,543,C0522561
4015515,261,C0030443
4006605,140,C0013426
4313360,596,C0549421
4072478,284,C0154983
4015288,3908,C0029988
4721879,470,C1444704
4328275,203,C0566357
4183837,125,C0333473
4015915,8229,C0031154
4190392,326,C0341245
4002501,78249,C0005367
4014642,2544,C0028945
4401710,6229,C0699605
4773122,165143,C1559198
4415827,1227,C0723768
4261300,3995,C0439538
4339181,358,C0577487
4003033,19214,C0006353
4753647,176,C1527281
4420216,286,C0749163
4059406,2712,C0108799
4010367,3827,C0020488
4109965,100,C0215278
4188986,577,C0339467
4107020,323,C0205834
4333595,137,C0571776
4147870,159,C0278567
4559619,21061,C1140999
4876577,131,C1850067
4002216,628,C0004760
4135026,118,C0263574
4124652,1342,C0239421
4296811,2014,C0494752
4138769,625,C0267922
4650363,221,C1318725
4313341,195,C0549398
4411647,373,C0718504
4009797,4448,C0019345
4125260,1628,C0242188
4063434,424,C0126110
4493632,214,C0939672
4004762,1276,C0009516
4401881,25213,C0699932
4639267,1172,C1306334
4075157,408,C0158461
5151184,7856,C2937421
4301808,236,C0521714
4001285,38480,C0002934
4184426,1392,C0334160
5156808,5639,C2954564
5211300,234,C3203072
4018594,2272,C0036075
4194914,1253,C0347071
4248000,829,C0424955
4009721,37663,C0019189
4107191,4365,C0206061
4747092,566100,C1519275
4521657,212,C0974143
4831281,20350,C1705687
4899966,642,C1876807
4279939,937,C0460048
4326242,4382,C0564182
4017321,175,C0033797
4008885,2099,C0017622
4151442,2414,C0285868
4070236,657,C0152164
4336540,168,C0574761
4814770,295,C1628324
4602863,242,C1268714
4068260,2612,C0146224
4469236,1970,C0876217
4013673,3170,C0026933
4833276,294,C1707791
4560759,1004,C1142738
4008790,31744,C0017436
4529770,389,C0991569
4600317,729,C1266129
4542861,1419,C1113707
4183210,226,C0332759
5151146,2822,C2937358
4401862,190,C0699895
4108730,1585,C0209227
4004800,111,C0009595
4732937,23099,C1456822
4339333,563,C0577655
4639058,1253,C1306068
4520251,140,C0972250
4611223,100,C1277366
4027524,1653,C0050175
4276367,140,C0455914
4017644,129,C0034343
4420178,1363,C0748607
4076335,119,C0160056
4070217,416,C0152136
4889459,1642,C1864792
4011868,104,C0023355
4020475,50167,C0039614
4069856,180,C0151539
4000126,453,C0000733
4121061,492,C0232342
4734343,298,C1504558
4661079,1428,C1336751
4053858,487,C0085828
4013369,160,C0026351
4499959,103,C0948452
4420710,106,C0751412
4249900,111,C0427001
4011450,625,C0022579
4070141,3968,C0152018
4395877,725,C0685938
4007707,1691,C0015408
4542842,6087,C1112870
4135710,134,C0264362
4014224,108,C0028049
4083422,465,C0178414
5045696,255490,C2825142
4464429,2045,C0860603
4339314,1374,C0577631
4122600,380,C0234180
4020798,1930,C0040252
4419722,169,C0740469
4164324,22839,C0311395
5155478,381,C2948167
4032179,149,C0055900
4943267,532,C1997984
4022299,1879,C0043264
5021224,1147,C2721612
4270173,50112,C0449425
4974427,258,C2366232
4350581,106,C0591412
4428462,1497,C0770893
4455081,534,C0837134
4014547,3851,C0028768
4344634,130,C0583650
4624485,214,C1290870
5026430,262,C2730170
4415542,550,C0723371
4493575,649,C0939525
4904146,124,C1882407
4657811,258,C1333071
4254270,385,C0431890
4193660,225,C0345354
4184749,5301,C0334533
4019449,928,C0037657
4401824,3496,C0699816
4457076,117,C0852336
4000468,1154,C0001403
4248323,118553,C0425293
4005864,336,C0011768
4000981,3582,C0002403
4474898,18803,C0883242
4001855,377,C0003999
4854632,132,C1813639
4191114,280,C0342162
4656253,328,C1330607
4747225,263,C1519414
4690206,983,C1368122
4018803,6928,C0036454
4412920,101,C0720074
4141277,344,C0270934
4057734,20806,C0102118
4736661,1096,C1507009
4120225,1515,C0231300
4491751,138,C0936231
4010481,149225,C0020676
4014528,37515,C0028736
4124766,118,C0239987
4841522,441,C1719452
4013255,406,C0026106
4602806,268,C1268657
4002292,241,C0004941
5152381,737,C2938912
4502144,10290,C0950959
4009987,157,C0019737
4943780,234855,C1999266
4125374,13762,C0242362
4149390,128,C0280956
4414725,35194,C0722364
4135862,116,C0264547
4610938,58827,C1277078
4247696,42571,C0424605
4135672,159,C0264315
4230235,129,C0405321
4015725,1810,C0030805
4275113,3560,C0454534
4001475,32938,C0003280
4007251,219,C0014557
4413167,164,C0720371
5137067,288,C2919670
4301143,100,C0520804
4914425,106,C1960273
4017226,298,C0033602
4416131,204,C0724139
4020057,723,C0038750
4050666,268,C0079021
4005902,79278,C0011860
4120396,891,C0231529
4400247,7324,C0694563
4020684,2337,C0040028
4060888,218,C0115305
4221856,387,C0395986
5138549,129,C2923339
4195636,204,C0347943
4121194,383,C0232504
4189879,151,C0340636
4632940,435,C1299564
4145799,1799,C0276141
5184871,1621,C3146272
4124747,3942,C0239886
4420843,201,C0751564
4462567,153,C0858470
4411153,973,C0717550
4125545,591,C0242580
4012932,298,C0025467
4211900,124,C0376446
4598417,768,C1264125
4141600,180,C0271368
4004971,251,C0009950
4054637,470,C0087031
4073124,1248,C0155825
4001095,23765,C0002600
4053364,731,C0085222
4000734,3762,C0001898
4251268,536,C0428550
4017207,1475,C0033567
4951893,243,C2243023
4069419,10732,C0149925
4355692,4214,C0604154
4248285,210,C0425255
5136972,2426,C2919575
4058266,11107,C0104281
5145940,1041,C2931785
4120567,165,C0231740
4419855,172,C0742857
4225067,1584,C0399458
4321910,304,C0559748
4596593,5500,C1261720
4347389,369,C0586737
4882011,160,C1856266
4121175,231460,C0232483
4138446,267,C0267557
4124918,503,C0240701
4004705,571871,C0009450
4865690,773,C1837263
4021235,32743,C0041041
4069343,854,C0149732
4000449,152,C0001349
4054618,176,C0087000
4069970,2082,C0151701
4009645,1034,C0019061
4007004,218,C0014084
4857387,355,C1827386
4247848,322,C0424781
4321549,459,C0559359
4493708,214,C0939809
4834169,697,C1708738
4160277,138,C0304403
4184293,6397,C0333994
4193793,169,C0345550
4401957,1057,C0700057
4067196,211,C0142028
4318566,785,C0556120
4028607,11206,C0051522
4017112,14620,C0033371
4542196,49886,C1110594
4249064,3347,C0426103
4123512,785,C0235446
4011336,1617,C0022354
4004325,98164,C0008767
4021558,540,C0041747
4069324,261,C0149676
4189252,563,C0339828
4124310,261,C0238047
4138427,669,C0267537
4124899,810,C0240606
4350885,40606,C0591971
4196396,366,C0348890
4072497,173,C0155005
4003489,9606,C0007257
4020912,294,C0040457
4765598,321,C1542808
4000088,113,C0000545
4022413,252,C0043483
4624599,784,C1290989
4012533,194,C0024713
4190221,333,C0341030
4071224,2188,C0153349
4007916,123,C0015799
4142550,149,C0272457
4011260,391,C0022173
4015307,4508,C0030016
4009170,9748,C0018213
4591406,122,C1253371
4184274,175,C0333972
4550480,140,C1127303
4352101,25534,C0596013
4951855,286,C2242813
4304430,1353,C0524598
4017435,2822,C0033978
4134247,291,C0262382
4010386,223,C0020523
4120529,118,C0231696
4039665,18073,C0065180
4551677,267,C1129282
4650192,186,C1318533
5036880,178,C2743413
4124291,152,C0238002
4758435,705,C1532320
4316723,135,C0553656
4182849,2297,C0332328
4600165,186,C1265971
4294094,2111,C0487261
4698623,390,C1398297
4006890,146,C0013902
4011583,194,C0022840
4107780,206,C0206702
4111371,2010,C0221244
4014015,4856,C0027671
4020190,150,C0038981
4560227,101,C1142127
4470053,355,C0877717
4867837,115,C1839637
4142531,131,C0272438
4331220,154,C0569382
4075176,1156,C0158484
4949119,178,C2063866
4352082,381,C0595993
4020589,221,C0039841
4322119,2885,C0559975
4160961,24315,C0306511
4010709,81736,C0021167
4137192,1799,C0266122
4123664,767,C0235744
4017340,685,C0033822
4041546,17463,C0067518
4002615,938,C0005587
4248950,16337,C0425979
4865823,283,C1837407
4322651,2675,C0560512
4528801,4170,C0985942
4121118,245,C0232408
4492644,3023,C0937640
4644226,204,C1311677
4316704,2591,C0553580
4125070,1645,C0241407
4549473,104,C1125626
4002520,118,C0005402
4897781,1363,C1873792
4277754,5783,C0457435
4415808,4726,C0723743
5121316,197,C2903128
4318889,9960,C0556453
4184236,138,C0333919
4884861,255,C1859539
4264834,26846,C0443343
4352063,431,C0595963
4420007,1898,C0745492
4014262,3057,C0028128
4083460,1359,C0178601
4048918,108,C0076705
4311726,232,C0541875
4830103,166,C1704327
4018936,7167,C0036689
4346116,156,C0585174
4001703,1786,C0003708
4123835,7354,C0236018
4017036,560152,C0033213
4899776,144,C1876203
4235080,124,C0410719
4973477,125,C2364485
4521277,572,C0973438
4016390,922,C0032026
5184852,202,C3146253
4020494,2110,C0039663
4569898,440,C1170119
4720454,6605,C1442960
4043997,1190,C0070570
4322632,224,C0560493
4555401,3552,C1135196
4045498,3124,C0072393
4724615,107,C1447749
4247373,1384,C0424235
4773084,104,C1559160
4415010,471,C0722698
4499940,226,C0948429
5176758,1126,C2978939
5152628,627,C2939171
4402869,983,C0701400
4929017,683,C1979933
4004496,5059,C0009081
4123816,2951,C0235983
4901182,120,C1879321
4275911,115,C0455419
4147642,808,C0278253
4834625,383,C1709218
4117090,9641,C0227791
4008923,267,C0017689
4464600,693,C0860800
4469027,30584,C0875952
4009455,16495,C0018777
4528763,319,C0985842
4199664,369,C0357915
4021672,771,C0042052
4414573,409,C0722164
4015839,201,C0031024
4000924,153,C0002272
4111504,1343,C0221629
4654676,153,C1328005
4836031,2939,C1710682
4139149,115,C0268397
4277906,1538,C0457639
4111314,1846,C0221161
4017967,2973,C0034888
4284461,483,C0476644
4016067,137,C0031468
4247164,2684,C0424013
4013920,232,C0027516
4874335,107,C1847484
4942279,130,C1996950
4123987,230,C0236650
4460819,1148,C0856467
4393673,5268,C0677886
4195294,152,C0347515
4124595,32221,C0239134
4017891,1450,C0034787
4420691,597,C0751377
4413946,614,C0721343
4301922,2696,C0521839
4189347,4300,C0339951
4020095,7420,C0038826
4005066,19350,C0010137
4350391,255,C0591086
4014889,1115,C0029420
4249881,211,C0426982
4192862,1394,C0344330
4889782,133,C1865130
4600279,285,C1266089
4759347,158,C1533522
4111485,11069,C0221512
4324969,116,C0562883
4412198,160,C0719187
4459242,151,C0854803
4081541,231,C0175756
4832782,307,C1707265
4071661,122,C0153878
4015744,141169,C0030842
4139852,335,C0269220
4234415,7298,C0409959
4335875,1269,C0574067
4006795,917,C0013743
4530321,1425,C0993471
5009368,535,C2707292
4720587,199,C1443135
4266373,3626,C0445088
4741449,565196,C1513374
4140821,443,C0270328
4002805,14623,C0005940
4020703,115,C0040072
4886210,680,C1861172
4879465,1140,C1853380
4462396,147,C0858293
4246898,102,C0423725
4218512,192,C0391861
4158890,155,C0302886
4042306,435,C0068485
4943590,10530,C1998319
4012324,6232,C0024282
4483068,256,C0906802
5022250,114,C2723110
4916781,1176,C1963254
4121954,5231,C0233407
4342069,2510,C0580844
4226454,126,C0401013
4193451,100,C0345050
4133126,240,C0260840
4783515,24387,C1570232
5183788,1210,C2986696
4467355,754,C0870281
4402413,35080,C0700776
4490934,306,C0920065
4419684,1441,C0740406
4164286,3132,C0311277
4234396,594,C0409939
4898313,323347,C1874451
4402223,1042,C0700539
4123360,34039,C0235162
4016922,501,C0032989
4470680,11463,C0878661
4599975,106,C1265781
5192414,19648,C3163625
4158149,159,C0301704
4879636,2799,C1853567
4138085,368,C0267159
4413908,9796,C0721298
4110250,259,C0216760
4266164,620,C0444867
4001589,175,C0003477
4549758,704,C1126198
4069362,3892,C0149776
4845854,150,C1724049
4141410,184,C0271097
4916762,5523,C1963235
4694880,591,C1374595
4537636,223,C1096106
4032331,12466,C0056077
4914216,585,C1960048
5171742,233,C2973446
4051160,5906,C0080178
4122543,219,C0234119
4419665,115,C0740379
4412882,4120,C0720029
4074663,902,C0157741
4321720,14891,C0559546
4402204,68344,C0700517
4073390,319,C0156167
4312030,4512,C0542346
4251420,210,C0428717
4123151,1049,C0234848
4457570,192,C0852958
5186562,112,C3150342
4312619,3257,C0544791
4548542,512,C1123764
4008220,308,C0016374
4599766,454359,C1265570
4723513,245,C1446493
4252617,215,C0429981
4549150,191,C1124883
4462358,653,C0858252
4698281,271,C1384683
4141581,233,C0271344
5129714,149,C2911642
4134836,228,C0263352
4549739,2185,C1126167
4043807,185,C0070325
4135634,15455,C0264273
4916743,4984,C1963216
4739226,1393,C1511024
4190449,251,C0341313
5136934,320,C2919537
5162736,679,C2963401
5041649,236,C2748738
4005541,6300,C0011124
4623972,271,C1290343
4419836,5927,C0742186
4747168,42995,C1519353
4918738,520,C1967590
4123322,401,C0235097
4454587,758,C0812407
4393977,374,C0679136
4342563,480,C0581367
4000601,1484,C0001641
4631914,180,C1298476
4499275,121408,C0947694
4010405,1103,C0020555
4993750,416,C2607896
4464695,116,C0860901
4313398,244,C0549471
4758074,331,C1531924
4148535,2877,C0279565
4849046,356,C1738934
4414858,4513,C0722517
4003888,1673,C0007971
4120700,1205,C0231919
4560056,110,C1141948
4283948,499,C0475880
4111010,228,C0220578
4125127,130,C0241622
4529656,235,C0990949
4351113,1512,C0592533
4401748,475,C0699666
4122885,573,C0234523
5018108,201,C2717899
4008847,384,C0017536
4046486,171,C0073629
4194382,126,C0346376
4136223,207,C0264963
4019278,57303,C0037384
4013730,2607,C0027073
4927820,924,C1978710
4009379,2454,C0018671
4402356,837,C0700709
4120339,10982,C0231451
4403154,135,C0701962
4338953,4540,C0577250
4006111,453,C0012291
4235137,784,C0410785
4154463,2752,C0294028
4252180,688,C0429518
4182659,1281,C0332124
4125488,116,C0242510
4350486,9234,C0591237
4246233,706,C0422985
4563191,427,C1145759
4277583,136,C0457251
4347693,108,C0587048
4651009,951,C1319384
4454910,161,C0813900
4260122,365,C0438236
4149124,595,C0280631
4570335,136,C1171045
4415447,852,C0723260
4974864,674,C2366841
4401919,4691,C0699999
4916705,1729,C1963178
4005180,10515,C0010340
4995726,3417,C2673700
4419988,121,C0745133
4519871,2413,C0971833
4257728,196,C0435750
4972318,15406,C2362049
4419798,196,C0741494
4009018,726,C0017919
4321853,236,C0559684
4047037,38180,C0074332
4412825,3932,C0719968
4017055,281,C0033247
4247962,43286,C0424909
5128688,193,C2910575
4189024,1133,C0339505
4876007,445,C1849349
4001779,4936,C0003860
4011906,19838,C0023449
4960006,3240,C2348066
4010633,1824,C0021013
4125469,431,C0242488
4901961,23039,C1880165
4111162,3088,C0220874
4183438,639,C0333014
4754806,277,C1528495
4016808,184,C0032811
4745116,57867,C1517205
4570316,312,C1171013
4419969,1931,C0744727
4721822,96309,C1444647
4157047,2541,C0299792
4419779,3894,C0741171
4412806,46117,C0719949
4461275,537,C0857024
4001399,7942,C0003138
4110535,119,C0218158
4078824,6901,C0164056
4413414,273,C0720692
4081028,115,C0173050
4199303,137,C0357080
4107742,1659,C0206659
4428329,183,C0770456
4417955,334,C0730284
5140696,618,C2925725
4414022,18364,C0721436
4083498,104,C0178782
4050400,2105,C0078589
4415409,505,C0723213
4355787,104,C0604300
4402090,595,C0700355
4032141,7177,C0055856
4194325,196,C0346302
4870934,318,C1843367
4490421,842,C0919438
4412977,112,C0720131
4183761,795,C0333387
4251705,5183,C0429029
4018214,3042,C0035328
4160543,161,C0304888
4753761,626,C1527407
4548637,157,C1123934
4252313,1085,C0429660
4106925,129,C0205696
4148060,129,C0278839
4350619,291,C0591463
4001437,4907,C0003205
4420729,607415,C0751438
4656652,150,C1331568
4866393,473,C1838029
4107723,438,C0206640
4875893,126,C1849229
4603072,168,C1268942
4020114,44000,C0038854
5005302,2254,C2700227
4020741,860,C0040136
4761513,164,C1536143
4014908,20624,C0029446
4135729,1686,C0264383
4429108,427,C0772454
4570468,878,C1171295
4995859,290,C2673840
4122999,1049,C0234665
4139491,102,C0268825
4136337,2243,C0265101
4122809,1639,C0234428
4416188,585,C0724204
4428842,1150,C0771752
4017264,23398,C0033687
4999431,149,C2677632
4123417,1254,C0235280
4147433,754,C0278007
4069476,11365,C0150045
4189157,1520,C0339662
4248893,1014,C0425913
4124215,22854,C0237284
4555363,293,C1135133
4009474,115109,C0018801
4420311,458,C0750848
4956738,224,C2343930
4134513,120,C0263012
4131359,249,C0256972
4600089,125,C1265895
4302340,1409,C0522335
4072307,314,C0154758
4456088,41495,C0848332
4212755,5043,C0378482
4529162,1011,C0987962
4008657,358,C0017205
4401444,9358,C0699252
4960861,1416,C2348956
4015459,160,C0030327
4159726,2043,C0303749
4054675,736,C0087093
4482441,1121,C0896831
4883816,3681,C1858395
4695925,4430,C1378703
4320580,7505,C0558195
4337851,3156,C0576094
4139472,25560,C0268800
4756345,132,C1530072
4830046,206135,C1704258
4346059,913,C0585106
4073504,545,C0156312
4996448,7019,C2674457
4530131,1116,C0992658
4013540,117,C0026684
4308876,2260,C0535219
4123588,14384,C0235592
5005492,2337,C2700438
4720397,101,C1442868
5000191,2099,C2678420
4019715,134,C0038131
4127350,2355,C0246719
4865747,476,C1837325
4322575,125,C0560436
4001969,169,C0004277
4882790,976,C1857276
4009512,114,C0018850
4512062,2830,C0961340
4069381,5473,C0149825
4107685,993,C0206599
4123930,950,C0236175
4121574,511,C0232939
4318034,510,C0555249
4003641,354,C0007553
4243896,588,C0420331
4890542,1256,C1865916
4830217,16459,C1704479
4847488,665,C1736929
4246860,531,C0423682
4402033,49321,C0700208
4759480,1383,C1533693
4948948,112,C2032420
4123759,7466,C0235886
4010519,825,C0020758
4008581,7075,C0017066
4123569,299,C0235557
4184692,486,C0334467
4130124,161,C0254343
4017492,12905,C0034079
4076183,140,C0159852
4289192,4325,C0481504
4555515,264,C1135336
4012989,2644,C0025570
4184502,3668,C0334245
4394243,121,C0683357
4632959,109528,C1299583
4803940,143,C1608415
4549568,188,C1125815
4007764,530,C0015522
4141999,699,C0271847
4043199,10447,C0069582
4228601,291,C0403477
4365078,9640,C0619283
4010443,8103,C0020619
4078311,1076,C0162820
4053706,1325,C0085594
4075309,421,C0158699
4546946,482,C1121654
4304487,386,C0524661
4001912,6085,C0004114
4411704,326,C0718565
4658001,371,C1333280
4567618,126,C1165603
4132651,1475,C0259972
4419285,1417,C0733815
4200595,770,C0360384
4659388,107,C1334810
4184673,142,C0334444
4548162,542,C1123125
4016542,11349,C0032290
4021919,65219,C0042553
4010424,4542,C0020592
4316191,170,C0552357
4453960,10561,C0808270
4313037,802,C0546864
4605542,139,C1271495
4148174,1480,C0278996
4018043,578,C0035012
4660357,2513,C1335931
4893126,175,C1868851
4111428,557,C0221356
4529485,1672,C0989917
4012267,1911,C0024121
4042876,2703,C0069177
4831927,192594,C1706355
4785833,198,C1576690
4111238,122,C0221026
4189822,1768,C0340569
4876805,102,C1850352
4489547,655,C0917633
4003280,2235,C0006852
4074986,4294,C0158241
4469483,381,C0877056
4136052,142,C0264765
4017169,11006,C0033487
4050210,4559,C0078343
4070312,726,C0152253
4975130,1451,C2368712
4220051,287,C0394005
4568587,126,C1168281
4317920,105,C0555097
4610862,281,C1276996
4412483,1505,C0719568
4137249,108,C0266190
5043036,408,C2750167
4200576,376,C0360358
4878021,858,C1851712
4396751,13686,C0686906
4147547,5236,C0278144
4048975,4541,C0076769
4067462,265,C0142825
4012248,133,C0024081
4865101,1049,C1836643
4192786,8768,C0344233
4141372,11584,C0271051
4027600,30630,C0050288
4596935,225,C1262208
4461883,2319,C0857737
4019221,655,C0037285
4734210,318,C1504404
4189613,19649,C0340279
4455936,105,C0840990
4013445,215,C0026508
4075537,207,C0159045
4493651,2603,C0939698
4463878,155,C0859969
4004743,3062,C0009492
4247601,1145,C0424492
4160809,229,C0305806
4401900,11499,C0699958
4138028,185,C0267099
4005275,210,C0010507
4986796,108,C2599969
4865272,397,C1836830
4009683,241,C0019125
4011925,2969,C0023485
4276405,296,C0455957
4003926,7511,C0008033
4134608,245,C0263111
4009702,31418,C0019159
4107210,477,C0206081
4120301,525,C0231402
4319706,4321,C0557295
4013426,2296,C0026470
4298065,322,C0497202
4001171,345,C0002752
4012153,1065,C0023882
4052357,1845,C0083183
4300079,5309,C0514044
4340340,187,C0578720
4550081,699,C1126759
4749486,3757,C1521724
4776105,208,C1562590
4418031,992,C0730362
4000373,29035,C0001175
4123284,1338,C0235042
4414801,107,C0722453
4624542,1571,C1290928
4002995,18933,C0006280
4709757,259,C1430988
4412445,681,C0719523
4885317,691,C1860135
4548295,840,C1123334
4416986,265,C0729224
4010348,662,C0020445
4020855,110,C0040379
4723456,107,C1446429
4419950,242,C0744403
4018252,117,C0035403
4137933,246,C0266981
4397321,294,C0687702
4775668,141,C1562095
4302606,3548,C0522621
4012476,882,C0024588
4761361,187,C1535984
4071167,356,C0153257
4626347,2754,C1292778
4351075,1207,C0592287
4158605,184,C0302356
4221932,321,C0396072
4008486,57142,C0016860
4002729,338,C0005818
4336730,4227,C0574960
4021710,45831,C0042133
4124823,111,C0240292
4122657,229,C0234251
4792331,294,C1587975
4000487,121,C0001436
4125621,294,C0242669
4013331,964,C0026249
4183590,4712,C0333186
4551259,345,C1128685
4459660,891,C0855247
4867780,864,C1839568
4247753,5577,C0424670
4321454,49321,C0559260
4019848,423,C0038388
4413224,246,C0720439
4402850,320,C0701378
4416967,32961,C0729203
4402660,3547,C0701094
4276557,113,C0456129
4889839,4055,C1865190
4141505,774,C0271215
4004097,17219,C0008325
4818361,226,C1646029
4141315,110,C0270984
5039407,389,C2746070
4351056,128,C0592261
4183039,46131,C0332573
4916667,543437,C1963138
4657678,119,C1332932
4010253,19047,C0020255
4529409,370,C0989259
4124994,47475,C0241028
4415219,1014,C0722990
4159384,959,C0303403
4013027,218,C0025638
4324057,970,C0561944
4022261,1306,C0043202
4411400,306,C0718206
4042363,178,C0068552
4284309,248,C0476486
4122638,1367,C0234229
4218930,1214,C0392618
5152875,117,C2939435
4258488,677,C0436562
4560341,1511,C1142253
4150055,181,C0281982
4833447,121071,C1707974
4019829,12815,C0038358
4004021,520,C0008188
4659084,560,C1334467
4183571,913,C0333166
5045715,263,C2825161
4190905,904,C0341906
4123246,2178,C0234987
4634992,232,C1301700
4461066,359,C0856760
4609057,2151,C1275126
4548447,565,C1123628
4528383,1366,C0983969
4402831,3731,C0701348
4218569,471,C0392003
4010234,23830,C0020223
4276538,153,C0456107
4225124,294,C0399523
4007612,853,C0015263
4141486,577,C0271190
4078444,539,C0163055
4008144,6168,C0016229
4570278,599,C1170740
4916648,2283,C1963119
4138503,340,C0267623
5151013,57906,C2936882
4835974,1393,C1710625
4125773,1235,C0242827
5042447,186,C2749552
4500187,179,C0948722
4600070,101054,C1265876
4490212,4369,C0919079
5182363,3370,C2985271
4150036,116,C0281890
4007327,255,C0014718
4244162,137,C0420607
4014832,156,C0029307
4053421,726,C0085280
4999051,173,C2677207
4016333,3116,C0031925
4413376,257,C0720632
4282656,341,C0474451
4069818,1039,C0151468
4010557,741,C0020860
4019734,26516,C0038160
4318623,194,C0556179
4528364,20125,C0983888
4007232,1803,C0014527
4134323,709,C0262633
4323012,687,C0560882
5129638,135,C2911561
4071376,120,C0153536
4542253,129,C1112155
4128376,10876,C0250480
4002007,7528,C0004364
4277317,2884,C0456965
4340644,1443,C0579085
4421128,427,C0751900
4131701,267,C0257715
4069400,1419,C0149870
4124956,1036,C0240872
4122011,347,C0233488
4462776,660,C0858697
4000297,256,C0001044
4053744,1315,C0085653
5013035,389,C2712539
4026536,1408,C0048894
5136516,117,C2919114
4351550,10503,C0594040
4833409,172,C1707934
4025263,342,C0047247
4718782,120,C1440697
4015383,267,C0030197
4190867,3665,C0341858
4000696,836,C0001824
4352937,610,C0600452
4184331,6580,C0334037
4018784,171,C0036420
4077475,270,C0161467
5046779,3461,C2826244
4147034,1923,C0277525
4106887,105,C0205646
4548409,312,C1123542
4318604,423,C0556160
4528345,128,C0983862
5154433,133417,C2946465
4134304,4534,C0262573
4111086,190,C0220766
4943609,196,C1998338
4804966,1964,C1609706
4149219,401,C0280745
4020342,689,C0039319
4158719,544,C0302598
5040566,119,C2747642
4138655,2576,C0267797
4206599,416,C0368953
4469141,601,C0876099
4183894,2201,C0333548
4125735,503,C0242786
4007859,4521,C0015674
4054295,448,C0086501
4005218,1076,C0010403
4742418,139,C1514363
4008980,556,C0017817
4389664,626,C0667846
4885013,779,C1859722
4329339,205,C0567481
4470699,547,C0878695
4352918,221,C0600433
4461009,340,C0856678
4690738,192,C1368689
4003755,126,C0007745
4500681,256986,C0949307
4311802,9199,C0541990
4020038,96788,C0038720
4595985,2905,C1260873
4141030,1880,C0270629
4000164,796,C0000809
4698319,130,C1386135
4141619,126,C0271389
4417879,300,C0730203
4004287,161,C0008680
4107476,114,C0206369
4515596,404,C0966379
4764610,120,C1541483
4072877,5272,C0155502
5092721,190,C2874290
4061097,566,C0116078
4138636,118,C0267777
4865880,611,C1837466
4428975,500,C0772089
4550157,192,C1126847
4560645,1110,C1142578
4530093,440,C0992488
4264359,2977,C0442835
4014414,1676,C0028467
4073105,157,C0155802
4610691,171,C1276807
4948739,801,C2004487
4351512,183981,C0593906
4066626,532,C0140279
4147376,212,C0277926
4036644,4222,C0061323
4352310,284,C0597635
4003375,268,C0007020
4905267,42625,C1883550
4394034,161,C0679861
4019658,31461,C0038002
4732633,578,C1456408
4865519,121,C1837081
4352120,215,C0596118
4005142,1343,C0010276
4339618,670,C0577962
4781102,1074,C1567741
4660167,597,C1335701
4000791,309,C0002007
4137420,658,C0266387
4134266,114,C0262444
4549169,246,C1124908
4414117,125,C0721555
4861510,216146,C1832551
4529105,12526,C0987665
4401387,107137,C0699194
4138807,9729,C0267963
4021216,447,C0041009
4124500,606,C0238594
5152856,1775,C2939416
4011963,481,C0023545
4469103,1019,C0876052
4320523,2576,C0558134
4960424,52618,C2348511
4213116,107,C0379473
4022071,44420,C0042874
4003109,271,C0006491
4530074,4689,C0992363
4128851,995,C0251504
4493480,106,C0939382
4456183,1058,C0850666
4190411,1888,C0341266
4265138,436,C0443710
4247240,105,C0424094
4352291,113,C0597503
4136793,598,C0265648
4322328,4623,C0560187
4528478,330,C0984542
4416454,215,C0724693
4141182,601,C0270804
4017720,398,C0034496
4003413,5648,C0007095
4326280,557,C0564221
4123873,1499,C0236071
4060755,1483,C0114771
4014718,1367,C0029104
4020893,1103,C0040435
4454948,170,C0815017
5005264,1565,C2700187
4764572,146,C1541273
4219710,532,C0393615
4150037,1460,C0281899
4183553,4257,C0333145
4066931,207,C0141118
4184351,2067,C0334061
4001742,740,C0003794
4461048,423,C0856735
4078312,1805,C0162823
4020666,3280,C0039984
4750399,10560,C1522688
4528365,17557,C0983889
4134324,741,C0262649
4323013,1068,C0560883
4549037,1215,C1124675
4128377,32702,C0250482
5136840,123,C2919443
4461580,242,C0857393
4006701,3808,C0013592
4277318,188,C0456966
4340645,246,C0579086
4755548,363,C1529255
